2017-01-18 15:46:27,902:u'j'
2017-01-18 15:46:28,144:u'n'
2017-01-18 15:46:28,410:u'f'
2017-01-18 15:46:28,498:u'j'
2017-01-18 15:46:28,716:u'o'
2017-01-18 15:46:28,724:u'i'
2017-01-18 15:46:28,756:u"'"
2017-01-18 15:46:28,772:u';'
2017-01-18 15:46:28,844:u'i'
2017-01-18 15:46:28,894:u's'
2017-01-18 15:46:29,094:u'n'
2017-01-18 15:46:29,772:Key.ctrl
2017-01-18 15:46:30,030:u'c'
2017-01-18 15:46:30,810:Key.ctrl
2017-01-18 15:46:31,084:u'c'
2017-01-18 15:46:31,722:u'n'
2017-01-18 15:46:31,730:u'b'
2017-01-18 15:46:31,900:u';'
2017-01-18 15:46:31,909:u"'"
2017-01-18 15:46:32,198:u'e'
2017-01-18 15:46:32,318:u'8'
2017-01-18 15:46:32,496:u'h'
2017-01-18 15:46:32,504:u"'"
2017-01-18 15:46:42,482:Key.enter
2017-01-18 15:47:00,592:Key.ctrl
2017-01-18 15:47:01,164:u'c'
2017-01-18 15:47:02,486:Key.backspace
2017-01-18 15:47:02,730:Key.backspace
2017-01-18 15:47:02,918:Key.backspace
2017-01-18 15:47:03,112:Key.backspace
2017-01-18 15:47:03,298:Key.backspace
2017-01-18 15:47:03,618:Key.ctrl
2017-01-18 15:47:04,038:u'd'
2017-01-18 15:47:04,472:u'd'
2017-01-18 15:47:04,738:u'd'
2017-01-18 15:47:04,964:u'd'
2017-01-18 15:47:05,182:u'd'
2017-01-18 15:47:05,398:u'd'
2017-01-18 15:47:05,608:u'd'
2017-01-18 15:47:05,834:u'd'
2017-01-18 15:47:06,044:u'd'
2017-01-18 15:47:06,252:u'd'
2017-01-18 15:47:06,470:u'd'
2017-01-18 15:47:06,656:u'd'
2017-01-18 15:47:06,850:u'd'
2017-01-18 16:21:21,231:u'n'
2017-01-18 16:21:21,532:u'n'
2017-01-18 16:21:22,876:u'j'
2017-01-18 16:21:23,134:u'n'
2017-01-18 16:21:23,308:u'j'
2017-01-18 16:21:23,554:u'j'
2017-01-18 16:21:27,304:u"'"
2017-01-18 16:21:27,806:u"'"
2017-01-18 16:21:27,836:u"'"
2017-01-18 16:21:27,865:u"'"
2017-01-18 16:21:27,896:u"'"
2017-01-18 16:21:28,540:Key.backspace
2017-01-18 16:21:29,041:Key.backspace
2017-01-18 16:21:29,071:Key.backspace
2017-01-18 16:21:29,102:Key.backspace
2017-01-18 16:21:29,132:Key.backspace
2017-01-18 16:21:29,163:Key.backspace
2017-01-18 16:21:29,193:Key.backspace
2017-01-18 16:21:29,223:Key.backspace
2017-01-18 16:21:29,254:Key.backspace
2017-01-18 16:21:29,285:Key.backspace
2017-01-18 16:21:29,315:Key.backspace
2017-01-18 16:21:29,345:Key.backspace
2017-01-18 16:21:29,375:Key.backspace
2017-01-18 16:21:29,406:Key.backspace
2017-01-18 16:21:29,435:Key.backspace
2017-01-18 16:21:29,466:Key.backspace
2017-01-18 16:21:29,495:Key.backspace
2017-01-18 16:21:29,525:Key.backspace
2017-01-18 16:21:32,616:Key.ctrl
2017-01-18 16:21:33,004:u'c'
2017-01-18 16:21:35,132:Key.up
2017-01-18 16:21:37,522:Key.enter
2017-01-18 16:21:40,964:u'n'
2017-01-18 16:21:47,086:u'n'
2017-01-18 16:21:47,089:u'n'
2017-01-18 16:21:47,678:u'a'
2017-01-18 16:21:47,678:u'a'
2017-01-18 16:21:48,388:u'n'
2017-01-18 16:21:48,388:u'n'
2017-01-18 16:21:48,726:u'o'
2017-01-18 16:21:48,726:u'o'
2017-01-18 16:21:49,098:Key.space
2017-01-18 16:21:49,098:Key.space
2017-01-18 16:21:53,086:Key.backspace
2017-01-18 16:21:53,086:Key.backspace
2017-01-18 16:21:53,318:Key.backspace
2017-01-18 16:21:53,318:Key.backspace
2017-01-18 16:21:53,528:Key.backspace
2017-01-18 16:21:53,528:Key.backspace
2017-01-18 16:21:53,730:Key.backspace
2017-01-18 16:21:53,730:Key.backspace
2017-01-18 16:21:53,948:Key.backspace
2017-01-18 16:21:53,948:Key.backspace
2017-01-18 16:21:54,694:u'k'
2017-01-18 16:21:54,694:u'k'
2017-01-18 16:21:55,224:u'e'
2017-01-18 16:21:55,224:u'e'
2017-01-18 16:21:55,672:u'y'
2017-01-18 16:21:55,672:u'y'
2017-01-18 16:21:56,432:u'l'
2017-01-18 16:21:56,432:u'l'
2017-01-18 16:21:56,776:u'o'
2017-01-18 16:21:56,776:u'o'
2017-01-18 16:21:57,290:u'g'
2017-01-18 16:21:57,290:u'g'
2017-01-18 16:21:57,882:u'.'
2017-01-18 16:21:57,882:u'.'
2017-01-18 16:21:58,362:u't'
2017-01-18 16:21:58,362:u't'
2017-01-18 16:21:58,750:u'x'
2017-01-18 16:21:58,750:u'x'
2017-01-18 16:21:59,142:u't'
2017-01-18 16:21:59,142:u't'
2017-01-18 16:22:03,250:Key.backspace
2017-01-18 16:22:03,250:Key.backspace
2017-01-18 16:22:03,750:Key.backspace
2017-01-18 16:22:03,750:Key.backspace
2017-01-18 16:22:03,781:Key.backspace
2017-01-18 16:22:03,781:Key.backspace
2017-01-18 16:22:03,812:Key.backspace
2017-01-18 16:22:03,812:Key.backspace
2017-01-18 16:22:03,841:Key.backspace
2017-01-18 16:22:03,841:Key.backspace
2017-01-18 16:22:03,872:Key.backspace
2017-01-18 16:22:03,872:Key.backspace
2017-01-18 16:22:03,902:Key.backspace
2017-01-18 16:22:03,902:Key.backspace
2017-01-18 16:22:03,931:Key.backspace
2017-01-18 16:22:03,931:Key.backspace
2017-01-18 16:22:03,962:Key.backspace
2017-01-18 16:22:03,962:Key.backspace
2017-01-18 16:22:03,992:Key.backspace
2017-01-18 16:22:03,992:Key.backspace
2017-01-18 16:22:04,023:Key.backspace
2017-01-18 16:22:04,023:Key.backspace
2017-01-18 16:22:04,053:Key.backspace
2017-01-18 16:22:04,053:Key.backspace
