2017-01-18 16:22:04,084:Key.backspace
2017-01-18 16:22:04,084:Key.backspace
2017-01-18 16:22:04,113:Key.backspace
2017-01-18 16:22:04,113:Key.backspace
2017-01-18 16:22:04,144:Key.backspace
2017-01-18 16:22:04,144:Key.backspace
2017-01-18 16:22:04,175:Key.backspace
2017-01-18 16:22:04,175:Key.backspace
2017-01-18 16:22:04,206:Key.backspace
2017-01-18 16:22:04,206:Key.backspace
2017-01-18 16:22:04,237:Key.backspace
2017-01-18 16:22:04,237:Key.backspace
2017-01-18 16:22:04,267:Key.backspace
2017-01-18 16:22:04,267:Key.backspace
2017-01-18 16:22:06,450:u'n'
2017-01-18 16:22:06,450:u'n'
2017-01-18 16:22:07,020:u'a'
2017-01-18 16:22:07,020:u'a'
2017-01-18 16:22:07,676:u'n'
2017-01-18 16:22:07,676:u'n'
2017-01-18 16:22:07,978:u'o'
2017-01-18 16:22:07,978:u'o'
2017-01-18 16:22:08,272:Key.space
2017-01-18 16:22:08,272:Key.space
2017-01-18 16:22:08,998:u'n'
2017-01-18 16:22:08,998:u'n'
2017-01-18 16:22:09,442:u'o'
2017-01-18 16:22:09,442:u'o'
2017-01-18 16:22:10,130:u'h'
2017-01-18 16:22:10,130:u'h'
2017-01-18 16:22:10,438:u'u'
2017-01-18 16:22:10,438:u'u'
2017-01-18 16:22:12,342:u'p'
2017-01-18 16:22:12,342:u'p'
2017-01-18 16:22:12,690:u'.'
2017-01-18 16:22:12,690:u'.'
2017-01-18 16:22:13,044:u'o'
2017-01-18 16:22:13,044:u'o'
2017-01-18 16:22:13,370:u'u'
2017-01-18 16:22:13,370:u'u'
2017-01-18 16:22:13,730:u't'
2017-01-18 16:22:13,730:u't'
2017-01-18 16:22:14,634:Key.enter
2017-01-18 16:22:14,634:Key.enter
2017-01-18 16:22:21,286:Key.ctrl
2017-01-18 16:22:21,286:Key.ctrl
2017-01-18 16:22:22,034:u'x'
2017-01-18 16:22:22,034:u'x'
2017-01-18 16:22:23,242:Key.up
2017-01-18 16:22:23,242:Key.up
2017-01-18 16:22:23,622:Key.up
2017-01-18 16:22:23,622:Key.up
2017-01-18 16:22:24,237:Key.up
2017-01-18 16:22:24,237:Key.up
2017-01-18 16:22:25,118:Key.down
2017-01-18 16:22:25,118:Key.down
2017-01-18 16:22:28,918:Key.down
2017-01-18 16:22:28,918:Key.down
2017-01-18 16:22:29,348:Key.down
2017-01-18 16:22:29,348:Key.down
2017-01-18 16:22:31,200:Key.shift_r
2017-01-18 16:22:31,200:Key.shift_r
2017-01-18 16:22:31,812:Key.up
2017-01-18 16:22:31,812:Key.up
2017-01-18 16:22:32,222:Key.up
2017-01-18 16:22:32,222:Key.up
2017-01-18 16:22:32,833:Key.up
2017-01-18 16:22:32,833:Key.up
2017-01-18 16:22:34,254:Key.enter
2017-01-18 16:22:34,254:Key.enter
2017-01-18 16:22:37,922:u'n'
2017-01-18 16:22:37,922:u'n'
2017-01-18 16:22:37,922:u'n'
2017-01-18 16:22:38,242:u'n'
2017-01-18 16:22:38,242:u'n'
2017-01-18 16:22:38,242:u'n'
2017-01-18 16:22:38,596:u'n'
2017-01-18 16:22:38,596:u'n'
2017-01-18 16:22:38,596:u'n'
2017-01-18 16:22:39,402:u'l'
2017-01-18 16:22:39,402:u'l'
2017-01-18 16:22:39,403:u'l'
2017-01-18 16:22:40,226:u'l'
2017-01-18 16:22:40,226:u'l'
2017-01-18 16:22:40,226:u'l'
2017-01-18 16:22:40,476:u'j'
2017-01-18 16:22:40,476:u'j'
2017-01-18 16:22:40,476:u'j'
2017-01-18 16:22:42,060:u'n'
2017-01-18 16:22:42,060:u'n'
2017-01-18 16:22:42,060:u'n'
2017-01-18 16:22:57,754:u'j'
2017-01-18 16:22:57,754:u'j'
2017-01-18 16:22:57,754:u'j'
2017-01-18 16:22:57,928:u'j'
2017-01-18 16:22:57,928:u'j'
2017-01-18 16:22:57,928:u'j'
2017-01-18 16:22:58,197:u'j'
2017-01-18 16:22:58,198:u'j'
2017-01-18 16:22:58,198:u'j'
2017-01-18 16:22:58,408:u"'"
2017-01-18 16:22:58,408:u"'"
2017-01-18 16:22:58,409:u"'"
2017-01-18 16:23:26,958:Key.enter
2017-01-18 16:23:26,958:Key.enter
2017-01-18 16:23:26,958:Key.enter
